council_district,street_name,block_range,limits,schedule,add_schedule
1,BLUEBIRD LN,1200 - 1299,HIGH AV - IVANHOE EAST AV,"Not Posted, Both Sides Odd Month 4th Thu",
1,BLUEBIRD LN,1300 - 1399,IVANHOE EAST AV - EXCHANGE PL,"Not Posted, Both Sides Odd Month 4th Thu",
1,BLUEBIRD LN,1400 - 1499,EXCHANGE PL - PROSPECT PL,"Not Posted, Both Sides Odd Month 4th Thu",
1,BLUEBIRD LN,1500 - 1599,PROSPECT PL - END,"Not Posted, Both Sides Odd Month 4th Thu",
1,BOCA RATON ST,2650 - 2699,CALAIS DR - MANGO DR,"Not Posted, Both Sides Odd Month 4th Wed",
1,BOCA RATON ST,2700 - 2739,MANGO DR - BARBADOS WY,"Not Posted, Both Sides Odd Month 4th Wed",
1,BONAIR PL,500 - 699,TYRIAN ST - DRAPER AV,"Not Posted, Both Sides Odd Month 3rd Wed",
1,BONAIR ST,200 - 499,NEPTUNE PL - LA JOLLA BL,"Not Posted, Both Sides Odd Month 3rd Wed",
1,BONAIR ST,500 - 699,TYRIAN ST - DRAPER AV,"Not Posted, Both Sides Odd Month 3rd Wed",
1,BONAIR ST,700 - 799,DRAPER AV - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,BONAIR WY,230 - 250,ALLEY - LA JOLLA BL,"Not Posted, Both Sides Odd Month 3rd Wed",
1,BOQUITA DR,13550 - 13699,BEGIN - CORDERO RD,"Not Posted, Both Sides Odd Month 4th Wed",
1,BOQUITA DR,13700 - 13795,CORDERO RD - END,"Not Posted, Both Sides Odd Month 4th Wed",
1,BOQUITA DR,13800 - 13899,DEL MAR HEIGHTS RD - EL AMIGO RD,"Not Posted, Both Sides Odd Month 4th Wed",
1,BOQUITA DR,13900 - 14079,EL AMIGO RD - LOZANA RD,"Not Posted, Both Sides Odd Month 4th Wed",
1,BOQUITA DR,14080 - 14099,LOZANA RD - MALIBU WY,"Not Posted, Both Sides Odd Month 4th Wed",
1,BOQUITA DR,14100 - 14149,MALIBU WY - MISSION CARMEL CV,"Not Posted, Both Sides Odd Month 4th Wed",
1,BOQUITA DR,14150 - 14179,MISSION CARMEL CV - OAKRIDGE CV,"Not Posted, Both Sides Odd Month 4th Wed",
1,BOQUITA DR,14180 - 14199,OAKRIDGE CV - VANTAGE WY,"Not Posted, Both Sides Odd Month 4th Wed",
1,BORDEAUX AV,2700 - 2749,BEGIN - GLENWICK LN,"Not Posted, Both Sides Odd Month 3rd Wed",
1,BORDEAUX AV,2750 - 2799,GLENWICK LN - DUNAWAY DR,"Not Posted, Both Sides Odd Month 3rd Wed",
1,BOTHE AV,5100 - 5339,BLOCH ST - CURIE PL,"Not Posted, Both Sides Odd Month 1st Thu",
1,BOTHE AV,5340 - 5399,CURIE PL - SCHENLEY TR,"Not Posted, Both Sides Odd Month 1st Thu",
1,BOTHE AV,5400 - 5469,SCHENLEY TR - SAN CLEMENTE TR,"Not Posted, Both Sides Odd Month 1st Thu",
1,BOTHE AV,5470 - 5499,SAN CLEMENTE TR - SODERBLOM AV,"Not Posted, Both Sides Odd Month 1st Thu",
1,BOVET WY,7400 - 7499,STEINBECK AV - END,"Not Posted, Both Sides Odd Month 1st Thu",
1,BOX CANYON RD,5800 - 5899,LA JOLLA RANCHO RD - END,"Not Posted, Both Sides Odd Month 4th Thu",
1,BRADSHAW CT,4850 - 4879,BEGIN - STEBICK CT,"Not Posted, Both Sides Odd Month 4th Wed",
1,BRADSHAW CT,4880 - 4899,STEBICK CT - ASHLEY FALLS DR,"Not Posted, Both Sides Odd Month 4th Wed",
1,BRADSHAW CT,4900 - 4959,ASHLEY FALLS DR - JORDAN RIDGE CT,"Not Posted, Both Sides Odd Month 4th Wed",
1,BRADSHAW CT,4960 - 4989,JORDAN RIDGE CT - CHAPARRO HILLS PL,"Not Posted, Both Sides Odd Month 4th Wed",
1,BRADSHAW CT,4990 - 5049,CHAPARRO HILLS PL - END,"Not Posted, Both Sides Odd Month 4th Wed",
1,BRAGG ST,5300 - 5499,CURIE PL - STRESEMANN ST,"Not Posted, Both Sides Odd Month 1st Thu",
1,BRANNICK PL,2840 - 2899,TRAVERS WY - STRESEMANN ST,"Not Posted, Both Sides Odd Month 1st Thu",
1,BRANTING ST,6100 - 6199,DUCOMMUN AV - BRIAND AV,"Not Posted, Both Sides Odd Month 1st Thu",
1,BRANTING ST,6200 - 6259,BRIAND AV - ARNOLDSON AV,"Not Posted, Both Sides Odd Month 1st Thu",
1,BREMERTON PL,3100 - 3199,SUGARMAN DR - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,BRETTONWOOD CT,5500 - 5549,CLOVERHURST WY - END,"Not Posted, Both Sides Even Month 1st Tue",
1,BRIAND AV,2900 - 3099,BRANTING ST - DUNANT ST,"Not Posted, Both Sides Odd Month 1st Thu",
1,BRIAND AV,3100 - 3199,DUNANT ST - BUISSON ST,"Not Posted, Both Sides Odd Month 1st Thu",
1,BRIARLAKE WOODS DR,10620 - 10629,HEATHER RUN CT - GABLEWOOD WY,"Not Posted, Both Sides Even Month 1st Tue",
1,BRIARLAKE WOODS DR,10630 - 10639,GABLEWOOD WY - MOSSWOOD CV,"Not Posted, Both Sides Even Month 1st Tue",
1,BRIARLAKE WOODS DR,10640 - 10649,MOSSWOOD CV - CONCORD WOODS WY,"Not Posted, Both Sides Even Month 1st Tue",
1,BRIARLAKE WOODS DR,10650 - 10669,CONCORD WOODS WY - LAUREL CHASE DR,"Not Posted, Both Sides Even Month 1st Tue",
1,BRIARLAKE WOODS DR,10670 - 10699,LAUREL CHASE DR - END,"Not Posted, Both Sides Even Month 1st Tue",
1,BRICKFIELD LN,5210 - 5223,STALLIONS LN - GREAT MEADOW DR,"Not Posted, Both Sides Even Month 1st Tue",
1,BRICKFIELD LN,5224 - 5249,BEGIN - STALLIONS LN,"Not Posted, Both Sides Even Month 1st Tue",
1,BRITTANY FORREST LN,5700 - 5719,BEGIN - LAUREL CHASE DR,"Not Posted, Both Sides Even Month 1st Tue",
1,BRITTANY FORREST LN,5720 - 5819,LAUREL CHASE DR - TIMBER BROOK LN,"Not Posted, Both Sides Even Month 1st Tue",
1,BRITTANY FORREST LN,5820 - 5851,TIMBER BROOK LN - END,"Not Posted, Both Sides Even Month 1st Tue",
1,BRIXTON PL,13000 - 13099,BEGIN - EXBURY CT,"Not Posted, Both Sides Even Month 3rd Thu",
1,BRIXTON PL,13100 - 13149,EXBURY CT - LANSDALE DR,"Not Posted, Both Sides Even Month 3rd Thu",
1,BRODIAEA WY,7300 - 7399,ROMERO DR - ENCELIA DR,"Not Posted, Both Sides Odd Month 4th Thu",
1,BROMFIELD AV,4300 - 4399,COZZENS ST - DIRAC ST,"Not Posted, Both Sides Odd Month 1st Thu",
1,BROOKBURN DR,4800 - 4899,BEGIN - ASHLEY FALLS DR,"Not Posted, Both Sides Odd Month 4th Wed",
1,BROOKBURN DR,4900 - 5049,ASHLEY FALLS DR - ALMONDWOOD WY,"Not Posted, Both Sides Odd Month 4th Wed",
1,BROOKBURN DR,5050 - 5099,ALMONDWOOD WY - END,"Not Posted, Both Sides Odd Month 4th Wed",
1,BROOKMEAD LN,2650 - 2699,BLACK GOLD RD - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,BRUBAKER CT,12670 - 12739,RIDING RIDGE RD - END,"Not Posted, Both Sides Odd Month 4th Wed",
1,BRYSON TR,4600 - 4699,CALLCOTT WY - END,"Not Posted, Both Sides Even Month 3rd Thu",
1,BUCKNELL AV,5800 - 5899,BEGIN - COLGATE CR,"Not Posted, Both Sides Odd Month 3rd Wed",
1,BUISSON ST,6200 - 6249,DUCOMMUN AV - BRIAND AV,"Not Posted, Both Sides Odd Month 1st Thu",
1,BUISSON ST,6250 - 6299,BRIAND AV - BUNCHE AV,"Not Posted, Both Sides Odd Month 1st Thu",
1,BUNCHE AV,3100 - 3129,DUNANT ST - BUNCHE TR,"Not Posted, Both Sides Odd Month 1st Thu",
1,BUNCHE AV,3130 - 3169,BUNCHE TR - BUNCHE WY,"Not Posted, Both Sides Odd Month 1st Thu",
1,BUNCHE AV,3170 - 3199,BUNCHE WY - BUISSON ST,"Not Posted, Both Sides Odd Month 1st Thu",
1,BUNCHE TR,6300 - 6349,BUNCHE AV - END,"Not Posted, Both Sides Odd Month 1st Thu",
1,BUNCHE WY,6300 - 6359,BUNCHE AV - END,"Not Posted, Both Sides Odd Month 1st Thu",
1,CABALLOS PL,5500 - 5549,SEABREEZE FARMS DR - CARMEL VALLEY RD,"Not Posted, Both Sides Odd Month 4th Wed",
1,CABRILLO AV,7350 - 7499,RHODA DR - PEARL ST,"Not Posted, Both Sides Odd Month 4th Thu",
1,CABRILLO AV,7500 - 7599,PEARL ST - OLIVET ST,"Not Posted, Both Sides Odd Month 4th Thu",
1,CACTUS WY,5790 - 5799,BEGIN - PALOMINO CR,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CACTUS WY,5800 - 5899,PALOMINO CR - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CADENCE ISLE CT,10895 - 10899,BEGINNING - CARMEL MTN RD,"Not Posted, Both Sides Even Month 1st Tue",
1,CALABRIA CT,7100 - 7299,BEGIN - RENAISSANCE AV,"Not Posted, Both Sides Odd Month 1st Thu",
1,CALAIS DR,13400 - 13599,BOCA RATON ST - MANGO DR,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALAIS DR,13600 - 13699,MANGO DR - PORTOFINO DR,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALGARY AV,3900 - 3939,EDMONTON AV - CALGARY DR,"Not Posted, Both Sides Odd Month 1st Thu",
1,CALGARY AV,3940 - 3999,CALGARY DR - CALGARY CT,"Not Posted, Both Sides Odd Month 1st Thu",
1,CALGARY AV,4000 - 4099,CALGARY CT - RED DEER ST,"Not Posted, Both Sides Odd Month 1st Thu",
1,CALGARY AV,4100 - 4129,RED DEER ST - EDMONTON AV,"Not Posted, Both Sides Odd Month 1st Thu",
1,CALGARY CT,6500 - 6529,BEGIN - CALGARY AV,"Not Posted, Both Sides Odd Month 1st Thu",
1,CALGARY DR,6500 - 6519,CALGARY AV - GENESEE AV,"Not Posted, Both Sides Odd Month 1st Thu",
1,CALLAN RD,0 - 0,N TORREY PINE SB OFF RA - NORTH TORREY PINES RD,"Not Posted, Both Sides Thu",
1,CALLAN RD,2850 - 2859,NORTH TORREY PINES RD - N TORREY PINE NB OFF RA,"Not Posted, Both Sides Thu",
1,CALLAN RD,2860 - 2899,N TORREY PINE NB OFF RA - N TORREY PINE NB OFF RA,"Not Posted, Both Sides Thu",
1,CALLAN RD,2900 - 3099,N TORREY PINE NB OFF RA - TORREYANA RD,"Not Posted, Both Sides Thu",
1,CALLCOTT WY,13000 - 13049,DUNHAM WY - BRYSON TR,"Not Posted, Both Sides Even Month 3rd Thu",
1,CALLCOTT WY,13050 - 13099,BRYSON TR - EXBURY CT,"Not Posted, Both Sides Even Month 3rd Thu",
1,CALLE ALTA,1500 - 1699,CALLE MIRAMAR - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE ALTURA,1400 - 1421,RUTGERS RD - VIA CALLADO,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE ALTURA,1422 - 1499,VIA CALLADO - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE CAMILLE,1520 - 1699,CALLE MIRAMAR - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE CANDELA,1540 - 1699,CALLE MIRAMAR - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE CHIQUITA,2300 - 2349,AVNDA DE LAS ONDAS - END,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE CLARA,2200 - 2249,EL PASEO GRANDE - PASEO DEL OCASO,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE CLARA,2250 - 2299,PASEO DEL OCASO - LA JOLLA SHORES DR,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE CORTA,2300 - 2359,LA JOLLA SHORES DR - AVNDA DE LAS ONDAS,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DE ANDLUCA,1530 - 1739,CALLE MIRAMAR - CALLE DELICADA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE DE CINCO,1530 - 1739,CALLE MIRAMAR - CALLE DELICADA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE DE LA GARZA,2300 - 2359,LA JOLLA SHORES DR - END,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DE LA PLATA,7900 - 7929,TORREY PINES RD - PASEO DEL OCASO,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DE LA PLATA,7930 - 7959,PASEO DEL OCASO - EL PASEO GRANDE,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DE LA PLATA,7960 - 7999,EL PASEO GRANDE - PASEO DORADO,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DE LA PLATA,8000 - 8099,PASEO DORADO - AVNDA DE LA PLAYA,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DE LA SIENA,12600 - 12649,CTE DE LA SIENA - PASEO MONTANAS,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE DE LA SIENA,12650 - 12699,PASEO MONTANAS - PLAZA DE LA SIENA,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE DE LA SIENA,12700 - 12759,PLAZA DE LA SIENA - CAM SANDOVAL,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE DE LA SIENA,12760 - 12839,CAM SANDOVAL - END,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE DE PRIMRA,1530 - 1749,CALLE MIRAMAR - CALLE DELICADA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE DEL CIELO,8000 - 8099,PASEO DORADO - AVNDA DE LA PLAYA,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DEL CIELO,8100 - 8199,AVNDA DE LA PLAYA - VALLECITOS,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DEL CIELO,8300 - 8399,BEGIN - CALLE DEL ORO,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DEL ORO,2300 - 2339,CAM DEL ORO - DEL ORO CT,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DEL ORO,2340 - 2399,DEL ORO CT - CALLE DEL CIELO,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DEL ORO,2400 - 2419,CALLE DEL CIELO - WESTWAY DR,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DEL ORO,2420 - 2699,WESTWAY DR - PRESTWICK DR,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE DELICADA,1540 - 1739,CALLE MIRAMAR - CALLE LETICIA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE DELICADA,1740 - 1759,CALLE LETICIA - CALLE DE CINCO,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE DELICADA,1760 - 1789,CALLE DE CINCO - CALLE DE ANDLUCA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE DELICADA,1790 - 1819,CALLE DE ANDLUCA - CALLE DE PRIMRA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE DELICADA,1820 - 1839,CALLE DE PRIMRA - ALTA LA JOLLA DR,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE FRESCOTA,2100 - 2199,CAM DEL ORO - EL PASEO GRANDE,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE FRESCOTA,2200 - 2219,EL PASEO GRANDE - PASEO DEL OCASO,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE FRESCOTA,2220 - 2299,PASEO DEL OCASO - LA JOLLA SHORES DR,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE GUAYMAS,2070 - 2159,CALLE VERA CRUZ - CASTEJON DR,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE GUAYMAS,2160 - 2199,CASTEJON DR - CARDENO DR,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE GUAYMAS,2200 - 2279,CARDENO DR - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE ISABELINO,4100 - 4189,BEGIN - CTE ISABELINO,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE ISABELINO,4190 - 4199,CTE ISABELINO - VIA MAR DE BALLENAS,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE ISABELINO,4200 - 4299,VIA MAR DE BALLENAS - CALLE MAR DE BALLENA,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE JUELA,7800 - 7899,TORREY PINES RD - END,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CALLE LETICIA,1530 - 1699,CALLE MIRAMAR - CALLE DELICADA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE MADRIGAL,1950 - 1999,VIA ESTRADA - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE MAR DE ARMONIA,4400 - 4549,VEREDA LUNA LLENA - VEREDA MAR DE PONDER,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MAR DE ARMONIA,4550 - 4579,VEREDA MAR DE PONDER - EAST OCEAN AIR DR,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MAR DE ARMONIA,4580 - 4599,EAST OCEAN AIR DR - CTE BELLEZA,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MAR DE ARMONIA,4600 - 4629,CTE BELLEZA - VEREDA MAR DEL CORAZ,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MAR DE ARMONIA,4630 - 4699,VEREDA MAR DEL CORAZ - END,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MAR DE BALLENA,4100 - 4199,BEGIN - VIA MAR DE BALLENAS,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MAR DE BALLENA,4200 - 4299,VIA MAR DE BALLENAS - CALLE ISABELINO,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MAR DE BALLENA,4300 - 4399,CALLE ISABELINO - SENDA LUNA LLENA,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MAR DE MARIPOS,10600 - 10699,VISTA SORRENTO PY - WEST OCEAN AIR DR,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MAR DE MARIPOS,10700 - 10909,WEST OCEAN AIR DR - CTE LANGOSTINO,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MAR DE MARIPOS,10910 - 10999,CTE LANGOSTINO - CALLE MEJILLONES,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MEJILLONES,4200 - 4249,BEGIN - VIA MAR DE DELFINAS,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MEJILLONES,4250 - 4299,VIA MAR DE DELFINAS - CALLE MAR DE MARIPOS,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MEJILLONES,4300 - 4319,CALLE MAR DE MARIPOS - CTE MEJILLONES,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MEJILLONES,4320 - 4399,CTE MEJILLONES - END,"Not Posted, Both Sides Odd Month 4th Wed",
1,CALLE MIRAMAR,5550 - 5569,CALLE VAQUERO - CALLE ALTA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE MIRAMAR,5570 - 5589,CALLE ALTA - CALLE CAMILLE,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE MIRAMAR,5590 - 5619,CALLE CAMILLE - CALLE CANDELA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE MIRAMAR,5620 - 5639,CALLE CANDELA - CALLE DELICADA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE MIRAMAR,5640 - 5659,CALLE DELICADA - CALLE LETICIA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE MIRAMAR,5660 - 5679,CALLE LETICIA - CALLE DE CINCO,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE MIRAMAR,5680 - 5719,CALLE DE CINCO - CALLE DE ANDLUCA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE MIRAMAR,5720 - 5749,CALLE DE ANDLUCA - CALLE DE PRIMRA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE MIRAMAR,5750 - 5779,CALLE DE PRIMRA - ALTA LA JOLLA DR,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE TIARA,2200 - 2289,CARDENO DR - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE VAQUERO,1400 - 1429,CARDENO DR - CASTLE HILLS DR,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE VAQUERO,1430 - 1479,CASTLE HILLS DR - CALLE MIRAMAR,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE VAQUERO,1480 - 1559,CALLE MIRAMAR - WESTKNOLL DR,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALLE VERA CRUZ,6100 - 6299,CALLE GUAYMAS - END,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALUMET AV,5300 - 5322,SEA RIDGE DR - BANDERA ST,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALUMET AV,5323 - 5349,BANDERA ST - RICARDO PL,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALUMET AV,5350 - 5379,RICARDO PL - SAN COLLA ST,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALUMET AV,5380 - 5399,SAN COLLA ST - COLIMA CT,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALUMET AV,5400 - 5499,COLIMA CT - MIDWAY ST,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CALUMET AV,5500 - 5599,MIDWAY ST - FORWARD ST,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CAM AGUILA,7850 - 7869,CAM CALMA - ARRIBA ST,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM CALMA,3900 - 3979,CAM LINDO - CAM AGUILA,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM CALMA,3980 - 3999,CAM AGUILA - CAM NOGUERA,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM CALMA,4000 - 4025,CAM NOGUERA - CAM RAPOSA,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM CALMA,4026 - 4049,CAM RAPOSA - CAM TRANQUILO,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM DE LA COSTA,400 - 409,LA JOLLA BL - LA JOLLA HERMOSA AV,"Not Posted, Both Sides Odd Month 4th Thu",
1,CAM DE LA COSTA,410 - 429,LA JOLLA HERMOSA AV - ALTA WY,"Not Posted, Both Sides Odd Month 4th Thu",
1,CAM DE LA COSTA,430 - 599,ALTA WY - BEAUMONT AV,"Not Posted, Both Sides Odd Month 4th Thu",
1,CAM DE LA COSTA,5800 - 5809,LA JOLLA BL - CHELSEA AV,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CAM DE LA COSTA,5810 - 5949,CHELSEA AV - LA CANADA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CAM DE LA COSTA,5950 - 5979,LA CANADA - AVNDA CRESTA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CAM DE LA COSTA,5980 - 5999,AVNDA CRESTA - W CAM DE LA COSTA,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CAM DE LA COSTA,600 - 699,BEAUMONT AV - WAVERLY AV,"Not Posted, Both Sides Odd Month 4th Thu",
1,CAM DE LA COSTA,6000 - 6199,W CAM DE LA COSTA - AVNDA CORTEZ,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CAM DE LA COSTA,6200 - 6249,AVNDA CORTEZ - VIA DEL NORTE,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CAM DE LA COSTA,6250 - 6399,VIA DEL NORTE - WINAMAR AV,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CAM DE LA COSTA,6400 - 6499,WINAMAR AV - PALOMAR AV,"Not Posted, Both Sides Odd Month 3rd Wed",
1,CAM DE LA COSTA,700 - 799,WAVERLY AV - BELLEVUE AV,"Not Posted, Both Sides Odd Month 4th Thu",
1,CAM DEL COLLADO,2100 - 2299,EL PASEO GRANDE - LA JOLLA SHORES DR,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CAM DEL COLLADO,2300 - 2337,LA JOLLA SHORES DR - END,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CAM DEL ORO,8100 - 8199,AVNDA DE LA PLAYA - VALLECITOS,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CAM DEL ORO,8200 - 8299,VALLECITOS - CALLE FRESCOTA,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CAM DEL ORO,8300 - 8399,CALLE FRESCOTA - EL PASEO GRANDE,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CAM DEL ORO,8400 - 8449,EL PASEO GRANDE - PASEO DEL OCASO,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CAM DEL ORO,8450 - 8499,PASEO DEL OCASO - CALLE DEL ORO,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CAM DEL REPOSO,2100 - 2149,EL PASEO GRANDE - PASEO DEL OCASO,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CAM DEL REPOSO,2150 - 2199,PASEO DEL OCASO - LA JOLLA SHORES DR,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CAM DEL SOL,8100 - 8199,AVNDA DE LA PLAYA - AVNDA DE LA RIBERA,"Posted (7am - 11am), SS 1st & 3rd Thu, NS 2nd & 4th Thu",
1,CAM GLORITA,7750 - 7829,ARRIBA ST - CAM HUERTA,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM GLORITA,7830 - 7939,CAM HUERTA - CAM LITA,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM HUERTA,7800 - 7829,CAM GLORITA - CAM MILITA,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM HUERTA,7830 - 7899,CAM MILITA - CAM LITA,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM HUERTA,7900 - 7949,CAM LITA - CAM TICINO,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM HUERTA,7950 - 8099,CAM TICINO - CAM ISLAY,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM ISLAY,4140 - 4189,CAM HUERTA - CAM JONATA,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM ISLAY,4190 - 4199,CAM JONATA - CAM KIOSCO,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM JONATA,7850 - 8059,CAM KIOSCO - CAM ISLAY,"Not Posted, Both Sides Odd Month 1st Thu",
1,CAM KIOSCO,7850 - 8059,CAM JONATA - CAM ISLAY,"Not Posted, Both Sides Odd Month 1st Thu",
